subject,language,Anthropic/claude-3-5-sonnet-20241022,CohereLabs/aya-23-35B,Google/gemini-15-Pro-002,OpenAI/gpt-4o-2024-08-06,OpenAI/o1-preview-2024-09-12,Qwen/Qwen2.5-32B,deepseek-ai/DeepSeek-R1,deepseek-ai/DeepSeek-V3-0324,meta-llama/Llama-3.1-405B,microsoft/phi-4,mistralai/Pixtral-12B-2409
elementary_mathematics,amh,1.96802835477414,2.925618735534899,1.7564927805254515,2.9388723971503175,2.9388723971503175,2.135732805870092,3.0633950664831797,3.0633950664831797,3.67948232858611,3.6843485794909476,3.246305033659177
elementary_mathematics,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
elementary_mathematics,ewe,1.5855539210260752,1.455672853618019,1.3985183540361745,1.5179028244831978,1.5179028244831978,1.4317157401053826,1.5762430087735246,1.5762430087735246,1.6364671406835032,1.7020876742028133,1.5529619822726741
elementary_mathematics,fra,1.2292331737246238,1.1085547512593799,1.1059946931351434,1.1258208868769066,1.1258208868769066,1.196712116854033,1.2176706230168144,1.2176706230168144,1.239883685505361,1.2403210028286475,1.103853415205664
elementary_mathematics,hau,1.347993197354021,1.305325055243002,1.263078820536091,1.2407306570430698,1.2407306570430698,1.3388504561183345,1.3882590137592954,1.3882590137592954,1.4058824061029496,1.4137271109891205,1.3241668278565408
elementary_mathematics,ibo,1.6421337241478293,1.5335237387089642,1.4754444793621646,1.2882085427766092,1.2882085427766092,1.5486215553495097,1.6380926966632392,1.6380926966632392,1.6282868427256658,1.652555725923119,1.5281454707401212
elementary_mathematics,kin,1.3255507595446492,1.3099676546651597,1.2848581699560697,1.2687011639456833,1.2687011639456833,1.3632021130440952,1.3943923089310062,1.3943923089310062,1.4093663877416136,1.4161031562528843,1.3178376973275219
elementary_mathematics,lin,1.272141295690341,1.2253757296038181,1.2158585733498128,1.2344379337768496,1.2344379337768496,1.276652001537381,1.316303860532883,1.316303860532883,1.3174535200900959,1.3198496736266379,1.2422327256285126
elementary_mathematics,lug,1.5024606106606706,1.4779793585553636,1.4810163205261793,1.4599546249297268,1.4599546249297268,1.5216800491372462,1.5866433838450087,1.5866433838450087,1.591930412688911,1.5979701540345193,1.4766046186403756
elementary_mathematics,orm,1.4323819254780628,1.3795182309591731,1.3556372646660972,1.3311116403863317,1.3311116403863317,1.445780456503095,1.502051360097408,1.502051360097408,1.5041153004152434,1.5090930522514525,1.399997782690627
elementary_mathematics,sna,1.3079315841358443,1.2870136542466792,1.2612730224588762,1.237038807399952,1.237038807399952,1.3358937705843514,1.3783760378534042,1.3783760378534042,1.3756426717115067,1.384676388504512,1.2961829570732837
elementary_mathematics,sot,1.3579812952687151,1.3395421308910909,1.3123477258094323,1.2886700820789452,1.2886700820789452,1.3881353638368308,1.4271495322234327,1.4271495322234327,1.4345846662801802,1.4416911029848374,1.3492593987388524
elementary_mathematics,swa,1.3494342989927093,1.3359190696897243,1.2375912383850878,1.232628708039606,1.232628708039606,1.3933912567435476,1.43791644537395,1.43791644537395,1.4402838095562844,1.4492775316958488,1.3249644328074492
elementary_mathematics,twi,1.7774049620536343,1.534822794378366,1.5157163766245287,1.506049402705698,1.506049402705698,1.5210620348130492,1.626629221568962,1.626629221568962,1.8092561492247987,1.811909932812863,1.6520102436560256
elementary_mathematics,wol,1.3727190590393819,1.371802445164571,1.343339819419445,1.3802098468513828,1.3802098468513828,1.400003797068682,1.4625520459932446,1.4625520459932446,1.4600598498119746,1.4663557870719597,1.3715109599079185
elementary_mathematics,xho,1.4020091804324426,1.390193992252631,1.3798933443955843,1.290252841025856,1.290252841025856,1.427202423711359,1.4988107273243394,1.4988107273243394,1.486475386362446,1.4926165465730585,1.4004036903700725
elementary_mathematics,yor,1.9376272808644033,1.7008512916895566,1.6487358120828433,1.6029431646116088,1.6029431646116088,1.7759293345971006,1.915248610479117,1.915248610479117,1.8716243338482963,1.9844317017473614,1.7718148042244797
elementary_mathematics,zul,1.4365240983861713,1.389727248062944,1.3904481895497371,1.326148609673193,1.326148609673193,1.461774902582842,1.5243292528446895,1.5243292528446895,1.5209399026667034,1.5303566686352363,1.417881501608151
global_facts,amh,2.8547903586250087,4.3690951503159585,2.418461795967935,4.39939019949428,4.39939019949428,3.0027292240884593,4.538404556968743,4.538404556968743,5.626143701660494,5.632452580328747,4.916516273588634
global_facts,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
global_facts,ewe,2.3317567957843597,2.022868600098943,1.9014649238429353,2.0954449767038303,2.0954449767038303,2.051762843570348,2.2363689811559198,2.2363689811559198,2.3690392566105336,2.4992590949890556,2.238079829555715
global_facts,fra,1.4281819080925577,1.239368722483332,1.2524832687454714,1.2850482350533847,1.2850482350533847,1.4026044514334703,1.388232777062895,1.388232777062895,1.453730896447268,1.455812124715567,1.2237057953369024
global_facts,hau,1.6219643620187494,1.5838688521343067,1.5104442089659003,1.4279545997563523,1.4279545997563523,1.6580545679875096,1.7132930214723805,1.7132930214723805,1.7580153940189884,1.7673631487122154,1.6067893764370322
global_facts,ibo,1.889659965923332,1.78157744782606,1.6860562855012757,1.431938525009694,1.431938525009694,1.7913537475731158,1.8913869160329977,1.8913869160329977,1.881912360260208,1.936387944697974,1.7582839695312862
global_facts,kin,1.8031407137352593,1.7292559770980835,1.6828132799728317,1.6005390088977072,1.6005390088977072,1.8184103703857903,1.897615640419965,1.897615640419965,1.895782841130927,1.9140996604456881,1.7069383067445267
global_facts,lin,1.4927727275693001,1.4300311590244725,1.4191588836427025,1.4148287933829469,1.4148287933829469,1.5235964700649653,1.5501207653453022,1.5501207653453022,1.574304376200329,1.5828606848429216,1.4214952016539224
global_facts,lug,1.9156862820826723,1.8891222049344594,1.8415609895649936,1.7706818305815255,1.7706818305815255,1.951219241288905,2.033465462019429,2.033465462019429,2.039552216866146,2.055475176083821,1.8409714591900814
global_facts,orm,1.8420920129183245,1.7603851268966688,1.7236485389242713,1.575211974958699,1.575211974958699,1.8745691243772131,2.000044692348887,2.000044692348887,1.97769689577646,1.9828787055913852,1.789906303160239
global_facts,sna,1.6640566615242474,1.6254308485579505,1.5872376753112933,1.5234917029851431,1.5234917029851431,1.7480905798454398,1.7949674751676923,1.7949674751676923,1.7775693623933375,1.8357722656346709,1.6247618531165195
global_facts,sot,1.6742665867931381,1.6560056988956573,1.5820892099507884,1.5049250382544415,1.5049250382544415,1.7357753448119206,1.7714002492443017,1.7714002492443017,1.7915217620237849,1.8251450033745327,1.6642426113317699
global_facts,swa,1.6271582377144347,1.5657020793101133,1.4371542221960647,1.3682226904354489,1.3682226904354489,1.6724807377341449,1.725468723947662,1.725468723947662,1.7327752128730323,1.7524226669248444,1.5511097317667701
global_facts,twi,2.108945749607669,1.7723244890601464,1.7181645308159543,1.6522866530261595,1.6522866530261595,1.8027346001842335,1.9021716513772924,1.9021716513772924,2.1694737318803132,2.1757456057469082,1.9485004397256
global_facts,wol,1.845686122747325,1.7972993397771524,1.7584444269441664,1.8227771129047465,1.8227771129047465,1.8942175079606463,1.9660224116698763,1.9660224116698763,1.990040571841001,2.0171350810329365,1.8325547662233816
global_facts,xho,1.8712893299203999,1.727729928859409,1.7113868810948494,1.5857397808420302,1.5857397808420302,1.8364672736493528,1.9578027084812826,1.9578027084812826,1.9012414849111363,1.9644469798994668,1.7227436989764513
global_facts,yor,2.7491379806234324,2.296418486753731,2.1840821617397053,2.041032842535264,2.041032842535264,2.428715513810479,2.592391019411943,2.592391019411943,2.5656765435114464,2.7649988064251914,2.40687961833312
global_facts,zul,1.7589274577715721,1.6809237045766836,1.6615318120120361,1.5409090170925728,1.5409090170925728,1.7794819489362041,1.86116622580495,1.86116622580495,1.8612575008916588,1.8795161464301415,1.6926386528585249
high_school_geography,amh,3.606963487256154,7.058879677478842,3.510755463355973,6.378813521224609,6.378813521224609,4.456032126286844,6.637053311629894,6.637053311629894,8.417140133819943,8.414331859695814,7.924250796337963
high_school_geography,eng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
high_school_geography,ewe,2.480981428896384,2.3955287491116644,2.2622833937502627,2.2751794901164177,2.2751794901164177,2.338163084466125,2.478529919528563,2.478529919528563,2.6853250299791664,2.8238269953324195,2.628968572713274
high_school_geography,fra,1.6823763473284132,1.4628843690345834,1.5432671980503556,1.5113466451126478,1.5113466451126478,1.7841390610835077,1.7290359300528118,1.7290359300528118,1.8169487955224508,1.8186395911731603,1.4366038564039842
high_school_geography,hau,2.0978535621076655,2.1828510066048694,2.0372954252405573,1.817536459677868,1.817536459677868,2.2577520920084053,2.2822594079901743,2.2822594079901743,2.341805212901414,2.3569441529044677,2.1938273821582226
high_school_geography,ibo,2.332769636196485,2.4194676189972353,2.2664900604947786,1.5802017165153515,1.5802017165153515,2.3936286612414235,2.3957404737326256,2.3957404737326256,2.3924377924036966,2.445536648782352,2.328238827496287
high_school_geography,kin,2.289672703646721,2.455313927507811,2.4407355074081294,2.118477028797871,2.118477028797871,2.572689164813022,2.6090821152062302,2.6090821152062302,2.554282493941416,2.5782830572058657,2.4072401864910047
