"model","subject","term","estimate","std_error","t_value","p_value","conf_low","conf_high","n_languages"
"OpenAI_GPT4o","global_facts","(Intercept)",0.638306037714797,0.121478698398223,5.25446885858413,9.71094975295645e-05,0.379380321218712,0.897231754210883,17
"OpenAI_GPT4o","global_facts","avg_fertility",-0.0631805747803602,0.0540427071601852,-1.16908604509929,0.260612513561789,-0.178369878397757,0.0520087288370366,17
"OpenAI_GPT4o","high_school_microeconomics","(Intercept)",0.941512578668609,0.183815022435487,5.12206546665168,0.000125125111466057,0.549720132631431,1.33330502470579,17
"OpenAI_GPT4o","high_school_microeconomics","avg_fertility",-0.14985387623857,0.084236388823188,-1.77896842839635,0.0955122456180601,-0.329399488915351,0.0296917364382104,17
"Pixtral_12B_2409","elementary_mathematics","(Intercept)",0.416813092563103,0.0395066713349227,10.5504482782039,2.4579837700726e-08,0.332606615899703,0.501019569226503,17
"Pixtral_12B_2409","elementary_mathematics","avg_fertility",-0.0241155550775857,0.014042328768462,-1.71734727730826,0.10648481893569,-0.054046070349725,0.00581496019455366,17
"Pixtral_12B_2409","high_school_geography","(Intercept)",0.688486649284182,0.101836450606123,6.7607094040136,6.40646066383021e-06,0.471427392918341,0.905545905650024,17
"Pixtral_12B_2409","high_school_geography","avg_fertility",-0.121135422272727,0.0354830451883445,-3.41389589393297,0.00384652481237993,-0.196765742814501,-0.0455051017309533,17
"Pixtral_12B_2409","international_law","(Intercept)",0.685958108777663,0.0923963110608518,7.4240854521334,2.13409802887041e-06,0.48902003355561,0.882896183999715,17
"Pixtral_12B_2409","international_law","avg_fertility",-0.0949143850042915,0.0331983297201134,-2.85901085399447,0.0119466683190122,-0.165674949799571,-0.0241538202090122,17
"Pixtral_12B_2409","global_facts","(Intercept)",0.428299925406999,0.0540689876648144,7.92136017160382,9.72287470883016e-07,0.313054606219953,0.543545244594045,17
"Pixtral_12B_2409","global_facts","avg_fertility",-0.0381036564640491,0.018425345844002,-2.06800223923358,0.0563392464899656,-0.0773763514900288,0.00116903856193057,17
"Pixtral_12B_2409","high_school_microeconomics","(Intercept)",0.622210114743669,0.0910840084849625,6.83116745840619,5.68449530808825e-06,0.428069146250633,0.816351083236705,17
"Pixtral_12B_2409","high_school_microeconomics","avg_fertility",-0.104983135003328,0.0330189533069392,-3.17948100981338,0.00621967433538849,-0.175361368024263,-0.0346049019823928,17
"Qwen25_32B","elementary_mathematics","(Intercept)",0.857241156368642,0.102121072506143,8.39436107877811,4.73732746278452e-07,0.639575242783347,1.07490706995394,17
"Qwen25_32B","elementary_mathematics","avg_fertility",-0.112623615426162,0.0373942909373225,-3.01178636104997,0.00875991539991277,-0.192327659851048,-0.0329195710012762,17
"Qwen25_32B","high_school_geography","(Intercept)",0.755194908745334,0.136064684351873,5.55026392294672,5.55746263475638e-05,0.4651798991168,1.04520991837387,17
"Qwen25_32B","high_school_geography","avg_fertility",-0.155302808620654,0.0486809275329717,-3.19021876720543,0.006084471680894,-0.259063749488235,-0.051541867753073,17
"Qwen25_32B","international_law","(Intercept)",0.787489637120878,0.110760733744254,7.10982683573758,3.56603132598782e-06,0.551408721515822,1.02357055272594,17
"Qwen25_32B","international_law","avg_fertility",-0.0919341479606934,0.0400224682688853,-2.29706342305144,0.0364304453488663,-0.177240019764589,-0.00662827615679736,17
"Qwen25_32B","global_facts","(Intercept)",0.504775427225553,0.0698855170438142,7.22289035808505,2.96012873923999e-06,0.355817973681306,0.653732880769801,17
"Qwen25_32B","global_facts","avg_fertility",-0.0524653607282847,0.0241611760041535,-2.17147380240372,0.0463466657635434,-0.103963688342527,-0.000967033114041956,17
"Qwen25_32B","high_school_microeconomics","(Intercept)",0.778832685381045,0.131416118011048,5.92646242461348,2.77926555254323e-05,0.498725860367168,1.05893951039492,17
"Qwen25_32B","high_school_microeconomics","avg_fertility",-0.153537542481796,0.0480452531902899,-3.19568598949181,0.0060167545086892,-0.255943575560544,-0.0511315094030483,17
